name,kind,regime_lookback_days,regime_risk_threshold,regime_risk_recovery_days,regime_risk_switch_hurdle_pct,y2019_excess,y2019_total,y2019_dd,y2019_trades,y2019_risk_days,y2020_excess,y2020_total,y2020_dd,y2020_trades,y2020_risk_days,y2021_excess,y2021_total,y2021_dd,y2021_trades,y2021_risk_days,y2022_excess,y2022_total,y2022_dd,y2022_trades,y2022_risk_days,y2023_excess,y2023_total,y2023_dd,y2023_trades,y2023_risk_days,y2024_excess,y2024_total,y2024_dd,y2024_trades,y2024_risk_days,main_floor_pass_count,passes_main_floors,params_json,leave_year,selection_avg_excess,selection_avg_abs_dd,selection_score,replay_2019_excess,replay_2019_total,replay_2019_trades,rank,selected_for_leave,holdout_baseline_excess,holdout_improved_or_equal,replay_2020_excess,replay_2020_total,replay_2020_trades,replay_2021_excess,replay_2021_total,replay_2021_trades,replay_2022_excess,replay_2022_total,replay_2022_trades,replay_2023_excess,replay_2023_total,replay_2023_trades,replay_2024_excess,replay_2024_total,replay_2024_trades
selfpnl_lb60_thr0_rec3_h0p08,candidate,60,0.0,3,0.08,0.146351,0.353716,-0.107732,151,53,-0.146805,-0.042638,-0.148382,78,176,-0.027907,0.093791,-0.088886,112,138,0.021591,-0.14043,-0.168981,185,80,-0.029793,-0.057412,-0.141004,146,95,0.033472,0.029114,-0.150022,240,93,1,0,"{""name"": ""selfpnl_lb60_thr0_rec3_h0p08"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.0}",2022,-0.004936,0.127205,-0.212398,,,,52,0,0.014425,1,,,,,,,0.021591,-0.14043,185,,,,,,
selfpnl_lb60_thrm0p01_rec2_h0p1,candidate,60,-0.01,2,0.1,0.139084,0.34645,-0.107737,151,33,-0.143757,-0.039591,-0.14522,78,156,-0.044213,0.077485,-0.088886,118,124,0.043035,-0.118986,-0.156275,184,70,-0.030297,-0.057917,-0.141795,153,78,0.030524,0.026166,-0.15214,238,81,1,0,"{""name"": ""selfpnl_lb60_thrm0p01_rec2_h0p1"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.01}",2022,-0.009732,0.127156,-0.225531,,,,53,0,0.014425,1,,,,,,,0.043035,-0.118986,184,,,,,,
selfpnl_lb60_thr0_rec1_h0p08,candidate,60,0.0,1,0.08,0.1463,0.353666,-0.107737,151,53,-0.146805,-0.042638,-0.148382,78,176,-0.028949,0.09275,-0.088886,115,138,0.021713,-0.140308,-0.168861,186,80,-0.031355,-0.058975,-0.141117,152,95,0.033273,0.028914,-0.150022,240,93,1,0,"{""name"": ""selfpnl_lb60_thr0_rec1_h0p08"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.0}",2022,-0.005507,0.127229,-0.227374,,,,54,0,0.014425,1,,,,,,,0.021713,-0.140308,186,,,,,,
selfpnl_lb20_thr0_rec2_h0p08,candidate,20,0.0,2,0.08,0.13607,0.343436,-0.105054,150,82,-0.151003,-0.046836,-0.138733,89,157,-0.036861,0.084837,-0.088886,97,125,0.032326,-0.129695,-0.16024,170,110,-0.03102,-0.05864,-0.141379,143,134,0.03677,0.032411,-0.1457,231,102,1,0,"{""name"": ""selfpnl_lb20_thr0_rec2_h0p08"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.0}",2022,-0.009209,0.12395,-0.230376,,,,55,0,0.014425,1,,,,,,,0.032326,-0.129695,170,,,,,,
selfpnl_lb60_thrm0p02_rec3_h0p05,candidate,60,-0.02,3,0.05,0.152012,0.359378,-0.107737,152,17,-0.151859,-0.047692,-0.149271,87,129,-0.035897,0.085801,-0.088886,135,117,0.027581,-0.13444,-0.163146,189,66,-0.029927,-0.057546,-0.141429,161,63,0.028854,0.024496,-0.170567,256,54,0,0,"{""name"": ""selfpnl_lb60_thrm0p02_rec3_h0p05"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.02}",2022,-0.007363,0.131578,-0.231528,,,,56,0,0.014425,1,,,,,,,0.027581,-0.13444,189,,,,,,
selfpnl_lb60_thr0_rec2_h0p08,candidate,60,0.0,2,0.08,0.1463,0.353666,-0.107737,151,53,-0.146805,-0.042638,-0.148382,78,176,-0.027907,0.093791,-0.088886,112,138,0.021591,-0.14043,-0.168981,185,80,-0.031837,-0.059456,-0.141595,153,95,0.035056,0.030697,-0.150022,240,93,1,0,"{""name"": ""selfpnl_lb60_thr0_rec2_h0p08"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.0}",2022,-0.005039,0.127324,-0.23297,,,,57,0,0.014425,1,,,,,,,0.021591,-0.14043,185,,,,,,
selfpnl_lb60_thrm0p02_rec3_h0p08,candidate,60,-0.02,3,0.08,0.152012,0.359378,-0.107737,152,17,-0.152423,-0.048256,-0.149778,86,129,-0.028949,0.09275,-0.088886,115,117,0.02541,-0.136611,-0.165246,186,66,-0.030041,-0.057661,-0.141503,156,63,0.031054,0.026696,-0.154408,248,54,1,0,"{""name"": ""selfpnl_lb60_thrm0p02_rec3_h0p08"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": -0.02}",2022,-0.005669,0.128462,-0.233915,,,,58,0,0.014425,1,,,,,,,0.02541,-0.136611,186,,,,,,
selfpnl_lb10_thr0p01_rec2_h0p1,candidate,10,0.01,2,0.1,0.157544,0.364909,-0.103567,136,158,-0.148627,-0.04446,-0.154374,84,187,0.010397,0.132095,-0.088886,92,184,0.021213,-0.140809,-0.169701,133,169,-0.032602,-0.060221,-0.135696,117,204,0.072932,0.068573,-0.153481,194,181,1,0,"{""name"": ""selfpnl_lb10_thr0p01_rec2_h0p1"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": 0.01}",2022,0.011929,0.127201,-0.245621,,,,59,0,0.014425,1,,,,,,,0.021213,-0.140809,133,,,,,,
selfpnl_lb20_thr0p01_rec3_h0p05,candidate,20,0.01,3,0.05,0.152407,0.359773,-0.104509,146,113,-0.158051,-0.053884,-0.153829,91,185,-0.023548,0.09815,-0.088886,124,168,0.038281,-0.12374,-0.155403,172,157,-0.029181,-0.0568,-0.136926,140,177,0.01897,0.014612,-0.156599,235,154,2,0,"{""name"": ""selfpnl_lb20_thr0p01_rec3_h0p05"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": 0.01}",2022,-0.007881,0.12815,-0.248918,,,,60,0,0.014425,1,,,,,,,0.038281,-0.12374,172,,,,,,
selfpnl_lb60_thrm0p02_rec1_h0p08,candidate,60,-0.02,1,0.08,0.152012,0.359378,-0.107737,152,17,-0.158782,-0.054615,-0.153475,98,129,-0.028949,0.09275,-0.088886,115,117,0.030498,-0.131523,-0.159384,195,66,-0.028682,-0.056301,-0.14024,157,63,0.03825,0.033892,-0.16705,251,54,2,0,"{""name"": ""selfpnl_lb60_thrm0p02_rec1_h0p08"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": -0.02}",2022,-0.00523,0.131478,-0.24942,,,,61,0,0.014425,1,,,,,,,0.030498,-0.131523,195,,,,,,
selfpnl_lb60_thr0_rec2_h0p1,candidate,60,0.0,2,0.1,0.133211,0.340577,-0.107737,151,53,-0.142934,-0.038767,-0.144576,77,176,-0.037346,0.084352,-0.088886,106,138,0.050254,-0.111767,-0.156275,181,80,-0.040342,-0.067961,-0.143835,148,95,0.029034,0.024676,-0.155055,236,93,1,0,"{""name"": ""selfpnl_lb60_thr0_rec2_h0p1"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": 0.0}",2022,-0.011675,0.128018,-0.25124,,,,62,0,0.014425,1,,,,,,,0.050254,-0.111767,181,,,,,,
selfpnl_lb20_thr0p01_rec3_h0p1,candidate,20,0.01,3,0.1,0.146602,0.353968,-0.110621,142,113,-0.158703,-0.054536,-0.15383,85,185,-0.021395,0.100303,-0.088886,95,168,0.036232,-0.125789,-0.157797,158,157,-0.029419,-0.057039,-0.137531,119,177,0.042165,0.037807,-0.153941,209,154,2,0,"{""name"": ""selfpnl_lb20_thr0p01_rec3_h0p1"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": 0.01}",2022,-0.00415,0.128962,-0.25429,,,,63,0,0.014425,1,,,,,,,0.036232,-0.125789,158,,,,,,
selfpnl_lb60_thrm0p02_rec1_h0p05,candidate,60,-0.02,1,0.05,0.152012,0.359378,-0.107737,152,17,-0.15741,-0.053244,-0.152793,101,129,-0.035897,0.085801,-0.088886,135,117,0.029593,-0.132428,-0.160267,198,66,-0.028387,-0.056006,-0.140679,160,63,0.028798,0.024439,-0.170638,256,54,1,0,"{""name"": ""selfpnl_lb60_thrm0p02_rec1_h0p05"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.02}",2022,-0.008177,0.132147,-0.259493,,,,64,0,0.014425,1,,,,,,,0.029593,-0.132428,198,,,,,,
selfpnl_lb60_thrm0p02_rec3_h0p1,candidate,60,-0.02,3,0.1,0.152012,0.359378,-0.107737,152,17,-0.147997,-0.043831,-0.146198,85,129,-0.044213,0.077485,-0.088886,118,117,0.043035,-0.118986,-0.156275,184,66,-0.030408,-0.058028,-0.14184,155,63,0.031549,0.02719,-0.154539,247,54,1,0,"{""name"": ""selfpnl_lb60_thrm0p02_rec3_h0p1"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.02}",2022,-0.007811,0.12784,-0.267291,,,,65,0,0.014425,1,,,,,,,0.043035,-0.118986,184,,,,,,
selfpnl_lb10_thr0p01_rec2_h0p08,candidate,10,0.01,2,0.08,0.144849,0.352214,-0.104594,139,158,-0.148627,-0.04446,-0.154374,84,187,-0.026008,0.09569,-0.088886,91,184,0.026594,-0.135427,-0.164421,135,169,-0.038882,-0.066501,-0.144631,125,204,0.061055,0.056696,-0.151518,201,181,1,0,"{""name"": ""selfpnl_lb10_thr0p01_rec2_h0p08"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.01}",2022,-0.001523,0.128801,-0.268463,,,,66,0,0.014425,1,,,,,,,0.026594,-0.135427,135,,,,,,
selfpnl_lb60_thrm0p01_rec1_h0p1,candidate,60,-0.01,1,0.1,0.137595,0.344961,-0.107737,151,33,-0.148028,-0.043861,-0.145833,79,156,-0.044213,0.077485,-0.088886,118,124,0.036817,-0.125204,-0.156275,193,70,-0.030267,-0.057887,-0.141705,153,78,0.031578,0.027219,-0.15214,241,81,1,0,"{""name"": ""selfpnl_lb60_thrm0p01_rec1_h0p1"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.01}",2022,-0.010667,0.12726,-0.268902,,,,67,0,0.014425,1,,,,,,,0.036817,-0.125204,193,,,,,,
selfpnl_lb60_thrm0p01_rec3_h0p1,candidate,60,-0.01,3,0.1,0.139084,0.34645,-0.107737,151,33,-0.148321,-0.044154,-0.14806,79,156,-0.044213,0.077485,-0.088886,118,124,0.043051,-0.11897,-0.156275,184,70,-0.030562,-0.058182,-0.14203,154,78,0.030524,0.026166,-0.15214,238,81,1,0,"{""name"": ""selfpnl_lb60_thrm0p01_rec3_h0p1"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.01}",2022,-0.010698,0.127771,-0.27494,,,,68,0,0.014425,1,,,,,,,0.043051,-0.11897,184,,,,,,
selfpnl_lb60_thrm0p02_rec2_h0p1,candidate,60,-0.02,2,0.1,0.152012,0.359378,-0.107737,152,17,-0.14929,-0.045123,-0.145574,86,129,-0.044213,0.077485,-0.088886,118,117,0.036817,-0.125204,-0.156275,193,66,-0.030227,-0.057847,-0.141678,155,63,0.036358,0.032,-0.16932,251,54,1,0,"{""name"": ""selfpnl_lb60_thrm0p02_rec2_h0p1"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.02}",2022,-0.007072,0.130639,-0.278372,,,,69,0,0.014425,1,,,,,,,0.036817,-0.125204,193,,,,,,
selfpnl_lb20_thr0p01_rec3_h0p08,candidate,20,0.01,3,0.08,0.141315,0.348681,-0.105043,146,113,-0.160088,-0.055921,-0.154962,86,185,-0.007904,0.113794,-0.088886,118,168,0.037246,-0.124776,-0.155729,161,157,-0.030902,-0.058521,-0.141948,128,177,0.047004,0.042646,-0.152135,214,154,2,0,"{""name"": ""selfpnl_lb20_thr0p01_rec3_h0p08"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.01}",2022,-0.002115,0.128595,-0.280844,,,,70,0,0.014425,1,,,,,,,0.037246,-0.124776,161,,,,,,
selfpnl_lb20_thr0p01_rec1_h0p08,candidate,20,0.01,1,0.08,0.140664,0.348029,-0.105054,147,113,-0.14975,-0.045584,-0.141727,90,185,-0.036861,0.084837,-0.088886,97,168,0.021714,-0.140307,-0.169599,161,157,-0.032562,-0.060182,-0.14027,134,177,0.050926,0.046567,-0.152161,219,154,0,0,"{""name"": ""selfpnl_lb20_thr0p01_rec1_h0p08"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.01}",2022,-0.005517,0.12562,-0.301762,,,,71,0,0.014425,1,,,,,,,0.021714,-0.140307,161,,,,,,
selfpnl_lb10_thr0_rec3_h0p1,candidate,10,0.0,3,0.1,0.144962,0.352328,-0.107218,141,97,-0.148627,-0.044461,-0.154374,84,145,-0.007681,0.114017,-0.088886,110,129,0.011493,-0.150528,-0.179116,153,110,-0.02488,-0.0525,-0.135112,139,133,0.03718,0.032822,-0.157893,219,109,2,0,"{""name"": ""selfpnl_lb10_thr0_rec3_h0p1"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": 0.0}",2022,0.000191,0.128697,-0.306353,,,,72,0,0.014425,0,,,,,,,0.011493,-0.150528,153,,,,,,
selfpnl_lb60_thrm0p02_rec1_h0p1,candidate,60,-0.02,1,0.1,0.152012,0.359378,-0.107737,152,17,-0.153884,-0.049717,-0.150125,89,129,-0.044213,0.077485,-0.088886,118,117,0.036911,-0.12511,-0.156275,193,66,-0.029347,-0.056966,-0.140838,155,63,0.036359,0.032001,-0.169319,251,54,1,0,"{""name"": ""selfpnl_lb60_thrm0p02_rec1_h0p1"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.02}",2022,-0.007815,0.131381,-0.31644,,,,73,0,0.014425,1,,,,,,,0.036911,-0.12511,193,,,,,,
selfpnl_lb20_thrm0p01_rec2_h0p1,candidate,20,-0.01,2,0.1,0.149642,0.357008,-0.104758,161,42,-0.150825,-0.046659,-0.138571,87,117,-0.049052,0.072646,-0.088886,103,96,0.034959,-0.127062,-0.155181,183,81,-0.025944,-0.053563,-0.13823,149,79,0.030258,0.025899,-0.169492,238,62,2,0,"{""name"": ""selfpnl_lb20_thrm0p01_rec2_h0p1"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.01}",2022,-0.009184,0.127987,-0.318731,,,,74,0,0.014425,1,,,,,,,0.034959,-0.127062,183,,,,,,
selfpnl_lb10_thr0_rec2_h0p1,candidate,10,0.0,2,0.1,0.145111,0.352477,-0.104656,145,97,-0.148627,-0.044461,-0.154374,84,145,-0.028944,0.092754,-0.088886,102,129,0.011201,-0.150821,-0.177278,156,110,-0.029425,-0.057044,-0.138595,141,133,0.039337,0.034978,-0.157902,221,109,1,0,"{""name"": ""selfpnl_lb10_thr0_rec2_h0p1"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": 0.0}",2022,-0.00451,0.128883,-0.33083,,,,75,0,0.014425,0,,,,,,,0.011201,-0.150821,156,,,,,,
selfpnl_lb10_thr0p01_rec1_h0p1,candidate,10,0.01,1,0.1,0.167777,0.375143,-0.10048,140,158,-0.148627,-0.044461,-0.154374,84,187,-0.032769,0.088929,-0.088886,93,184,0.010971,-0.151051,-0.180101,131,169,-0.031742,-0.059361,-0.134846,123,204,0.061139,0.056781,-0.153405,206,181,1,0,"{""name"": ""selfpnl_lb10_thr0p01_rec1_h0p1"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": 0.01}",2022,0.003156,0.126398,-0.348014,,,,76,0,0.014425,0,,,,,,,0.010971,-0.151051,131,,,,,,
selfpnl_lb60_thr0_rec1_h0p1,candidate,60,0.0,1,0.1,0.133211,0.340577,-0.107737,151,53,-0.146805,-0.042638,-0.148382,78,176,-0.044213,0.077485,-0.088886,118,138,0.053444,-0.108577,-0.156275,182,80,-0.039666,-0.067286,-0.143216,150,95,0.026893,0.022535,-0.155055,239,93,1,0,"{""name"": ""selfpnl_lb60_thr0_rec1_h0p1"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": 0.0}",2022,-0.014116,0.128655,-0.35446,,,,77,0,0.014425,1,,,,,,,0.053444,-0.108577,182,,,,,,
selfpnl_lb10_thr0_rec3_h0p08,candidate,10,0.0,3,0.08,0.158722,0.366088,-0.105651,143,97,-0.148627,-0.044461,-0.154374,84,145,-0.0225,0.099198,-0.088886,108,129,0.014371,-0.14765,-0.176859,147,110,-0.035646,-0.063266,-0.145358,142,133,0.030085,0.025726,-0.151731,225,109,1,0,"{""name"": ""selfpnl_lb10_thr0_rec3_h0p08"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.0}",2022,-0.003593,0.1292,-0.360503,,,,78,0,0.014425,0,,,,,,,0.014371,-0.14765,147,,,,,,
selfpnl_lb10_thr0p01_rec3_h0p1,candidate,10,0.01,3,0.1,0.160368,0.367734,-0.103049,132,158,-0.166997,-0.06283,-0.171543,85,187,0.010953,0.132651,-0.088886,106,184,0.017409,-0.144612,-0.1736,143,169,-0.026614,-0.054233,-0.135696,115,204,0.067986,0.063627,-0.156276,191,181,2,0,"{""name"": ""selfpnl_lb10_thr0p01_rec3_h0p1"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": 0.01}",2022,0.009139,0.13109,-0.422543,,,,79,0,0.014425,1,,,,,,,0.017409,-0.144612,143,,,,,,
selfpnl_lb10_thr0_rec2_h0p08,candidate,10,0.0,2,0.08,0.165964,0.37333,-0.102346,147,97,-0.148627,-0.044461,-0.154374,84,145,-0.024967,0.096731,-0.088886,108,129,0.008879,-0.153142,-0.180097,157,110,-0.037594,-0.065213,-0.146056,144,133,0.031236,0.026878,-0.151716,226,109,1,0,"{""name"": ""selfpnl_lb10_thr0_rec2_h0p08"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.0}",2022,-0.002798,0.128676,-0.433977,,,,80,0,0.014425,0,,,,,,,0.008879,-0.153142,157,,,,,,
selfpnl_lb20_thrm0p01_rec1_h0p1,candidate,20,-0.01,1,0.1,0.164544,0.37191,-0.103368,160,42,-0.178799,-0.074633,-0.160351,98,117,-0.008428,0.11327,-0.088886,107,96,0.034271,-0.12775,-0.157399,182,81,-0.02553,-0.05315,-0.138108,149,79,0.028214,0.023856,-0.169957,241,62,3,0,"{""name"": ""selfpnl_lb20_thrm0p01_rec1_h0p1"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.01}",2022,-0.004,0.132134,-0.439143,,,,81,0,0.014425,1,,,,,,,0.034271,-0.12775,182,,,,,,
selfpnl_lb20_thrm0p02_rec1_h0p1,candidate,20,-0.02,1,0.1,0.152012,0.359378,-0.107737,152,1,-0.178799,-0.074633,-0.160351,98,82,-0.005097,0.116601,-0.095065,137,56,0.030395,-0.131626,-0.160444,199,46,-0.027446,-0.055065,-0.139846,162,29,0.029318,0.024959,-0.169285,256,14,3,0,"{""name"": ""selfpnl_lb20_thrm0p02_rec1_h0p1"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.02}",2022,-0.006002,0.134457,-0.441727,,,,82,0,0.014425,1,,,,,,,0.030395,-0.131626,199,,,,,,
selfpnl_lb20_thrm0p02_rec2_h0p1,candidate,20,-0.02,2,0.1,0.152012,0.359378,-0.107737,152,1,-0.178799,-0.074633,-0.160351,98,82,-0.01696,0.104738,-0.088886,113,56,0.030419,-0.131603,-0.160421,197,46,-0.023841,-0.05146,-0.136515,159,29,0.028419,0.02406,-0.170138,256,14,3,0,"{""name"": ""selfpnl_lb20_thrm0p02_rec2_h0p1"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.02}",2022,-0.007834,0.132725,-0.443125,,,,83,0,0.014425,1,,,,,,,0.030419,-0.131603,197,,,,,,
selfpnl_lb20_thrm0p02_rec3_h0p1,candidate,20,-0.02,3,0.1,0.14799,0.355356,-0.107105,158,1,-0.178799,-0.074633,-0.160351,98,82,-0.01545,0.106249,-0.088886,111,56,0.03105,-0.130971,-0.160143,191,46,-0.023772,-0.051392,-0.136453,156,29,0.026699,0.022341,-0.171542,255,14,3,0,"{""name"": ""selfpnl_lb20_thrm0p02_rec3_h0p1"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.02}",2022,-0.008666,0.132867,-0.443993,,,,84,0,0.014425,1,,,,,,,0.03105,-0.130971,191,,,,,,
selfpnl_lb10_thr0p01_rec3_h0p08,candidate,10,0.01,3,0.08,0.142019,0.349384,-0.104692,135,158,-0.166997,-0.06283,-0.171543,85,187,-0.008468,0.11323,-0.089676,104,184,0.019933,-0.142088,-0.170728,133,169,-0.03225,-0.059869,-0.145189,123,204,0.062055,0.057697,-0.151336,201,181,1,0,"{""name"": ""selfpnl_lb10_thr0p01_rec3_h0p08"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.01}",2022,-0.000728,0.132487,-0.45258,,,,85,0,0.014425,1,,,,,,,0.019933,-0.142088,133,,,,,,
selfpnl_lb10_thr0p01_rec1_h0p08,candidate,10,0.01,1,0.08,0.146758,0.354124,-0.103141,141,158,-0.148627,-0.044461,-0.154374,84,187,0.012471,0.134169,-0.088886,110,184,0.00775,-0.154272,-0.183167,142,169,-0.039412,-0.067032,-0.144994,131,204,0.062469,0.058111,-0.15149,212,181,1,0,"{""name"": ""selfpnl_lb10_thr0p01_rec1_h0p08"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.01}",2022,0.006732,0.128577,-0.453892,,,,86,0,0.014425,0,,,,,,,0.00775,-0.154272,142,,,,,,
selfpnl_lb20_thrm0p01_rec1_h0p08,candidate,20,-0.01,1,0.08,0.165639,0.373005,-0.103368,152,42,-0.178799,-0.074633,-0.160351,98,117,-0.02298,0.098718,-0.088886,117,96,0.028145,-0.133876,-0.161772,184,81,-0.029641,-0.05726,-0.141811,151,79,0.032651,0.028293,-0.167415,248,62,1,0,"{""name"": ""selfpnl_lb20_thrm0p01_rec1_h0p08"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": -0.01}",2022,-0.006626,0.132366,-0.468258,,,,87,0,0.014425,1,,,,,,,0.028145,-0.133876,184,,,,,,
selfpnl_lb20_thrm0p01_rec1_h0p05,candidate,20,-0.01,1,0.05,0.165639,0.373005,-0.103368,152,42,-0.178799,-0.074633,-0.160351,98,117,-0.036034,0.085664,-0.090902,131,96,0.035874,-0.126147,-0.156942,183,81,-0.025358,-0.052978,-0.137968,158,79,0.031376,0.027017,-0.167927,256,62,2,0,"{""name"": ""selfpnl_lb20_thrm0p01_rec1_h0p05"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.01}",2022,-0.008635,0.132103,-0.468771,,,,88,0,0.014425,1,,,,,,,0.035874,-0.126147,183,,,,,,
selfpnl_lb20_thrm0p02_rec3_h0p05,candidate,20,-0.02,3,0.05,0.14799,0.355356,-0.107105,158,1,-0.178799,-0.074633,-0.160351,98,82,-0.018861,0.102837,-0.095984,123,56,0.024501,-0.13752,-0.166119,191,46,-0.025261,-0.05288,-0.137875,161,29,0.033234,0.028876,-0.167745,258,14,2,0,"{""name"": ""selfpnl_lb20_thrm0p02_rec3_h0p05"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.02}",2022,-0.008339,0.133812,-0.487802,,,,89,0,0.014425,1,,,,,,,0.024501,-0.13752,191,,,,,,
selfpnl_lb20_thrm0p02_rec1_h0p08,candidate,20,-0.02,1,0.08,0.152012,0.359378,-0.107737,152,1,-0.178799,-0.074633,-0.160351,98,82,-0.01742,0.104278,-0.093851,143,56,0.024208,-0.137813,-0.166427,200,46,-0.026925,-0.054545,-0.139364,162,29,0.033175,0.028817,-0.166967,257,14,2,0,"{""name"": ""selfpnl_lb20_thrm0p02_rec1_h0p08"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": -0.02}",2022,-0.007591,0.133654,-0.489945,,,,90,0,0.014425,1,,,,,,,0.024208,-0.137813,200,,,,,,
